week,client_id,industry,plan_type,mrr,payment_status,support_tickets,active_flag,new_client,churned
2026-W31,CLT-1323,Real Estate,Pro,1066.0,Paid,0,1,0,0
2026-W31,CLT-1324,SaaS,Pro,1044.96,Paid,1,1,0,1
2026-W31,CLT-1325,Real Estate,Pro,982.06,Overdue,2,1,0,0
2026-W31,CLT-1326,SaaS,Pro,866.7,Paid,2,1,0,0
2026-W31,CLT-1327,SaaS,Basic,284.69,Paid,3,1,0,0
2026-W31,CLT-1328,Real Estate,Basic,316.96,Overdue,3,0,0,0
2026-W31,CLT-1329,Healthcare,Pro,815.43,Paid,0,1,0,1
2026-W31,CLT-1330,eCommerce,Pro,$969.99,Late,2,1,0,0
2026-W31,CLT-1331,Real Estate,Basic,265.34,Paid,4,1,0,0
2026-W31,CLT-1332,Logistics,Basic,274.74,Paid,1,1,0,0
2026-W31,CLT-1333,Healthcare,Pro,1163.91,late,5,1,0,0
2026-W31,CLT-1334,Healthcare,Basic,302.34,Paid,1,1,0,0
2026-W31,CLT-1335,Finance,Basic,376.11,Paid,2,1,0,0
2026-W31,CLT-1336,eCommerce,Enterprise,3072.19,Paid,2,1,0,0
2026-W31,CLT-1337,Logistics,Basic,332.56,Paid,1,1,0,0
2026-W31,CLT-1338,SaaS,Pro,1147.84,Late,1,1,0,0
2026-W31,CLT-1339,Finance,Pro,1058.73,Paid,2,0,0,0
2026-W31,CLT-1340,SaaS,Basic,265.85,Paid,2,1,0,0
2026-W31,CLT-1341,Logistics,Basic,302.27,Paid,2,1,0,0
2026-W31,CLT-1342, Healthcare ,Basic,342.33,Paid,2,1,0,1
2026-W31,CLT-1343,Real Estate,Basic,307.54,Paid,2,1,0,0
2026-W31,CLT-1344,Real Estate,Basic,298.75,Paid,3,1,1,0
2026-W31,CLT-1345,Logistics,Pro,931.78,Paid,2,1,0,0
2026-W31,CLT-1346,eCommerce,Basic,308.34,Paid,4,1,0,0
2026-W31,CLT-1347,Real Estate,Basic,355.83,Paid,4,1,0,0
2026-W31,CLT-1348,Logistics,Basic,364.19,Late,3,1,0,0
2026-W31,CLT-1349,Healthcare,Pro,1062.11,Paid,1,1,0,0
2026-W31,CLT-1350,SaaS,Pro,1035.18,Late,1,1,0,0
2026-W31,CLT-1351,eCommerce,Basic,359.24,,5,0,0,0
2026-W31,CLT-1352,SaaS,Pro,911.18,Paid,4,1,0,0
2026-W31,CLT-1353,SaaS,Basic,,Paid,2,1,0,0
2026-W31,CLT-1354,Logistics,Pro,909.93,Paid,3,1,0,0
2026-W31,CLT-1355, Healthcare ,Basic,368.76,Paid,1,1,0,0
2026-W31,CLT-1356,Logistics,Basic,352.85,,1,1,0,0
2026-W31,CLT-1357,eCommerce,Basic,328.3,Paid,3,1,0,0
2026-W31,CLT-1358,Finance,Basic,275.25,Late,2,1,0,0
2026-W31,CLT-1359,Finance,enterprise,$345.16,Paid,3,1,0,0
2026-W31,CLT-1360,Finance,Enterprise,2301.13,Paid,0,0,0,0
2026-W31,CLT-1361,Healthcare,Basic,,Paid,3,1,0,0
2026-W31,CLT-1362,SaaS,Pro,1078.28,Paid,3,1,0,0
2026-W31,CLT-1363,Healthcare,Basic,327.75,Paid,3,1,0,0
2026-W31,CLT-1364,eCommerce,Basic,290.38,Paid,1,1,0,0
2026-W31,CLT-1365,eCommerce,Basic,381.2,Paid,0,0,0,0
2026-W31,CLT-1366,Real Estate,Basic,265.82,Paid,3,0,0,0
2026-W31,CLT-1367,Education,Pro,1078.82,Paid,1,1,0,0
2026-W31,CLT-1368,Logistics,Pro,1127.83,Paid,4,1,0,0
2026-W31,CLT-1369,Real Estate,Pro,$843.96,Paid,3,0,0,1
2026-W31,CLT-1370,Logistics,enterprise,"$1,147.86",Paid,4,1,0,0
2026-W31,CLT-1371,Healthcare,Pro,$826.83,Paid,0,1,0,0
2026-W31,CLT-1372,Healthcare,Pro,861.49,Paid,1,1,0,0
2026-W31,CLT-1373,Real Estate,Pro,,Paid,3,1,0,0
2026-W31,CLT-1374,Healthcare,Basic,389.18,Paid,2,1,0,0
2026-W31,CLT-1375,Healthcare,enterprise,303.06,late,3,1,0,0
2026-W31,CLT-1376,Education,Basic,256.37,Paid,2,1,0,0
2026-W31,CLT-1377,Real Estate,Pro,1007.55,,1,1,0,0
2026-W31,CLT-1378,Real Estate,Basic,297.0,Late,1,1,0,1
2026-W31,CLT-1379,Education,Pro,1143.42,Paid,2,1,0,0
2026-W31,CLT-1380,Finance,Enterprise,2363.94,Paid,3,1,0,0
2026-W31,CLT-1381,eCommerce,Pro,"$1,038.25",Paid,1,1,0,0
2026-W31,CLT-1382,eCommerce,Pro,768.18,late,2,1,0,0
2026-W31,CLT-1383,Finance,Basic,342.37,Paid,3,1,1,0
2026-W31,CLT-1384, Healthcare ,Pro,854.26,Paid,2,1,0,0
2026-W31,CLT-1385,Real Estate,Pro,1125.11,Late,0,1,0,0
2026-W31,CLT-1386,eCommerce,Enterprise,"$2,385.68",Overdue,0,1,0,0
2026-W31,CLT-1387,SaaS,Basic,322.73,Paid,2,1,0,0
2026-W31,CLT-1388,Logistics,Basic,361.93,Overdue,0,1,0,0
2026-W31,CLT-1389,SaaS,Pro,809.18,Paid,3,1,0,0
2026-W31,CLT-1390,Finance,Pro,894.21,Paid,0,1,0,0
2026-W31,CLT-1391,eCommerce,Pro,1112.69,Paid,3,1,0,0
2026-W31,CLT-1392,Real Estate,Basic,360.3,Paid,1,1,0,0
2026-W31,CLT-1393,Healthcare,Pro,1095.4,Late,0,1,0,0
2026-W31,CLT-1394,SaaS,Basic,359.41,Paid,3,1,0,0
2026-W31,CLT-1395,Education,Basic,346.1,Paid,1,1,0,0
2026-W31,CLT-1396,eCommerce,Enterprise,"$2,583.09",Late,0,1,0,0
2026-W31,CLT-1397,Healthcare,Enterprise,3225.69,Paid,2,1,0,0
2026-W31,CLT-1398,eCommerce,Enterprise,2536.05,Paid,2,1,0,0
2026-W31,CLT-1399,Logistics,Basic,366.94,Paid,1,1,0,0
2026-W30,CLT-1008,Logistics,Pro,879.18,Paid,2,1,0,0
2026-W31,CLT-1110,SaaS,Pro,965.46,late,3,1,0,0
2026-W30,CLT-1175,SaaS,Basic,261.68,Paid,2,1,0,0
2026-W31,CLT-1335,Finance,Basic,376.11,Paid,2,1,0,0
2026-W30,CLT-1242,Finance,Basic,340.82,late,0,1,0,0
2026-W31,CLT-1364,eCommerce,Basic,290.38,Paid,1,1,0,0
2026-W31,CLT-1140,SaaS,Pro,880.77,Paid,5,1,0,0
2026-W31,CLT-1030,Healthcare,Pro,,Paid,2,1,0,0
2026-W30,CLT-1084,Finance,Enterprise,2521.62,Paid,2,1,0,0
2026-W31,CLT-1242,Finance,Pro,"$1,138.09",Paid,3,1,0,0
